category_id,name_en,name_es,description_en,description_es,price_cents,stock,featured,weight,weight_unit,weight_unit_plural_en,weight_unit_plural_es,on_sale,discount_price_cents,ebt_snap_eligible,wic_eligible,is_taxable,is_active,provider_id,fallback_image_url,brand,product_type,group_key,snap_popularity_rank,upc,sold_by,pos_vendor_id,last_scraped_at,pos_export_date
1,Black Plum,Ciruela Negra,"Fresh black plums. Sweet, juicy fruit sold by the pound.","Ciruelas negras frescas. Fruta dulce y jugosa, se vende por libra.",299,0,false,1,lb,lb,lb,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ac12b1ee-c5f4-4310-ad1c-1c98f3e1ccce.jpg,,Fresh Fruit,Black Plum,15,4040,estimated_each,4,2026-04-14,2026-04-13
1,Romaine Lettuce,Lechuga Romana,Crisp romaine lettuce head for Caesar salads and sandwiches.,Cabeza de lechuga romana crujiente para ensaladas César y sándwiches.,199,0,false,1,ct,ct,ct,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_b149f8f0-0d2e-4d83-9c2e-4230db09130b.jpg,,Fresh Vegetables,Romaine Lettuce,17,4640,unit,4,2026-04-14,2026-04-13
1,"Green Giant Green Beans, Fresh","Green Giant Habichuelas Tiernas, Frescas","Fresh trimmed green beans. 12 oz bag, ready to cook.","Habichuelas tiernas frescas ya cortadas. Bolsa de 12 oz, listas para cocinar.",449,0,false,12,oz,oz,oz,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_834fa630-bbe5-4f9b-a31f-903f154f5366.png,green giant,Fresh Vegetables,"Green Giant Green Beans, Fresh",18,605806000065,unit,4,2026-04-14,2026-04-13
1,Blueberries Package,Paquete de Arándanos,"Fresh blueberries. 1 lb container, sweet and ready to eat.","Arándanos frescos. Envase de 1 lb, dulces y listos para comer.",899,0,false,1,lb container,lb container,lb container,false,,true,true,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6c60004b-c028-49b4-8e12-af06033476ab.jpg,,Fresh Fruit,Blueberries Package,16,850019194036,unit,9999,2026-04-14,2026-04-13
1,Giorgio Baby Bella Mushrooms,Giorgio Hongos Baby Bella,Fresh baby bella mushrooms. 8 oz pack for sautés and pastas.,Hongos baby bella frescos. Paquete de 8 oz para salteados y pastas.,349,0,false,8,oz,oz,oz,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_07f54dec-4a92-4925-8d4f-d49706e171d9.JPG,giorgio,Fresh Vegetables,Giorgio Baby Bella Mushrooms,20,70475656064,unit,4,2026-04-14,2026-04-13
1,Organic Avocado,Aguacate Orgánico,"Single organic avocado. Creamy, great for guacamole or toast.","Un aguacate orgánico. Cremoso, ideal para guacamole o tostadas.",250,0,false,1,each,each,each,true,200,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6b5c31c3-ffa7-4615-acff-a9ae20119774.jpg,,Fresh Fruit,Organic Avocado,17,94225,unit,4,2026-04-14,2026-04-13
1,Roma Tomato,Tomate Roma,"Fresh Roma tomatoes. Firm, meaty, great for sauces and salads.","Tomates Roma frescos. Firmes y carnosos, ideales para salsas y ensaladas.",299,0,false,1,lb,lb,lb,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_1828d9f6-1e6b-4465-b8de-a8e29104c816.jpg,,Fresh Vegetables,Roma Tomato,21,4087,weight,4,2026-04-14,2026-04-13
1,Dole Shredded Lettuce,Dole Lechuga Picada,"Pre-shredded lettuce. 8 oz bag, ready for tacos and salads.","Lechuga ya picada. Bolsa de 8 oz, lista para tacos y ensaladas.",249,0,false,8,oz,oz,oz,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2ef8fdc0-b0bf-4a60-991a-8f836813c4c5.png,dole,Fresh Vegetables,Dole Shredded Lettuce,22,71430010655,unit,4,2026-04-14,2026-04-13
1,Green Cabbage,Repollo Verde,"Whole green cabbage head for slaws, soups, and stir-fries.","Cabeza entera de repollo verde para ensaladas, sopas y sofritos.",99,0,false,1,each,each,each,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_848473e2-7418-4f10-a154-a14531b9eb02.jpg,,Fresh Vegetables,Green Cabbage,25,4069,estimated_each,4,2026-04-14,2026-04-13
1,Clementine,Clementina,"Sweet, easy-peel clementines. 3 lb bag.","Clementinas dulces, fáciles de pelar. Bolsa de 3 lb.",799,0,false,3,lb,lb,lb,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_296335f4-8ba5-4030-8d22-7e5fcd69265c.png,,Fresh Fruit,Clementine,20,854487005160,unit,4,2026-04-14,2026-04-13
1,Sweet Onion,Cebolla Dulce,Mild sweet onion sold by the pound. Good raw or cooked.,"Cebolla dulce y suave, se vende por libra. Buena cruda o cocida.",149,0,false,1,lb,lb,lb,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_dfb14527-2775-4470-9401-63d3bd9fb887.jpg,,Fresh Vegetables,Sweet Onion,27,4166,estimated_each,4,2026-04-14,2026-04-13
1,Navel Orange,Naranja Navel,"Single sweet, seedless navel orange. Easy to peel.",Una naranja Navel dulce y sin semillas. Fácil de pelar.,100,0,false,1,each,each,each,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f511cc86-b9c1-4848-ad58-283f98883f1b.jpg,,Fresh Fruit,Navel Orange,26,4013,unit,4,2026-04-14,2026-04-13
1,Best Yet Whole Kernel Golden Sweet Corn,Best Yet Maíz Dulce Dorado en Grano Entero,Canned whole kernel sweet corn. 15.25 oz can.,Maíz dulce en grano entero enlatado. Lata de 15.25 oz.,149,0,false,15.25,oz,oz,oz,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ab6d5972-6690-4124-ad3e-ba4cee4c5c99.jpg,best yet,Canned Goods,Best Yet Whole Kernel Golden Sweet Corn,2,4218740600,unit,1,2026-04-14,2026-04-13
1,Garlic,Ajo,Fresh garlic sold by the pound. Essential for sofrito and seasoning.,"Ajo fresco, se vende por libra. Esencial para sofrito y sazonar.",599,0,false,1,lb,lb,lb,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4a62fbcc-651b-429b-b798-06bb8dfbeb2f.jpg,,Fresh Vegetables,Garlic,50,4608,weight,4,2026-04-14,2026-04-13
1,"Green Giant Broccoli Florets, Fresh","Green Giant Floretes de Brócoli, Frescos","Fresh broccoli florets. 12 oz bag, ready to cook.","Floretes de brócoli frescos. Bolsa de 12 oz, listos para cocinar.",399,0,false,12,oz,oz,oz,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_879e5c29-b1e0-4bd2-b3e2-9cb47b6c6cf3.png,green giant,Fresh Vegetables,"Green Giant Broccoli Florets, Fresh",60,605806122200,unit,4,2026-04-14,2026-04-13
1,Red Onion,Cebolla Roja,Fresh red onion sold by the pound. Great for salads and salsa.,"Cebolla roja fresca, se vende por libra. Buena para ensaladas y salsa.",299,0,false,1,lb,lb,lb,true,199,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_5e4c257a-5dc5-4631-a342-2d29593ad140.jpg,,Fresh Vegetables,Red Onion,80,4082,estimated_each,4,2026-04-14,2026-04-13
1,Celery Heart,Corazón de Apio,Tender inner stalks of celery. Great for sofrito and salads.,Tallos tiernos del centro del apio. Ideal para sofrito y ensaladas.,399,0,false,1,each,each,each,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_62a16cb5-66ce-45f2-9dfc-96bbf4096d8b.jpg,,Fresh Vegetables,Celery Heart,81,33383653013,unit,4,2026-04-14,2026-04-13
1,"Del Monte Corn, Whole Kernel","Del Monte Maíz, en Grano Entero",Canned whole kernel corn. 8.75 oz can.,Maíz en grano entero enlatado. Lata de 8.75 oz.,149,0,false,8.75,oz,oz,oz,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_5b02fa00-e166-487e-a6bd-ad28eb71277c.jpg,del monte,Canned Goods,"Del Monte Corn, Whole Kernel",6,24000014409,unit,1,2026-04-14,2026-04-13
1,Libby's Whole Kernel Sweet Corn,Libby's Maíz Dulce en Grano Entero,Canned whole kernel sweet corn. 15.25 oz can.,Maíz dulce en grano entero enlatado. Lata de 15.25 oz.,189,0,false,15.25,oz,oz,oz,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3c5beddb-366f-44b0-912f-8bd0168768bb.png,libby's,Canned Goods,Libby's Whole Kernel Sweet Corn,7,37100036622,unit,1,2026-04-14,2026-04-13
1,Libby's Cream Style Sweet Corn,Libby's Maíz Dulce Estilo Crema,Canned cream-style sweet corn. 14.75 oz can.,Maíz dulce estilo crema enlatado. Lata de 14.75 oz.,189,0,false,14.75,oz,oz,oz,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a73c1e2d-fb39-4ab4-b806-ad817a3cdc54.png,libby's,Canned Goods,Libby's Cream Style Sweet Corn,9,37100036134,unit,1,2026-04-14,2026-04-13
1,Yellow Onion,Cebolla Amarilla,"Fresh yellow onions. 2 lb bag, all-purpose for cooking.","Cebollas amarillas frescas. Bolsa de 2 lb, para todo tipo de cocina.",199,0,false,2,lb,lb,lb,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_0b1df0ec-e4c3-485d-ab32-530112d3539b.jpg,,Fresh Vegetables,Yellow Onion,101,33383600017,unit,9999,2026-04-14,2026-04-13
1,Wonderful Citrus Naturally Seedless Lemons,Wonderful Citrus Limones Amarillos Naturalmente sin Semillas,Fresh seedless lemons sold by the pound.,"Limones amarillos frescos sin semillas, se venden por libra.",449,0,false,1,lb,lb,lb,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_81cf7cbc-ea98-4211-b23c-2ded50c13bd5.png,wonderful citrus,Fresh Fruit,Wonderful Citrus Naturally Seedless Lemons,35,72240546785,weight,4,2026-04-14,2026-04-13
1,Fresh Picked Celery,Apio Recién Cosechado,"Whole celery stalk for sofrito, soups, and snacks.","Apio entero para sofrito, sopas y meriendas.",249,0,false,1,ct,ct,ct,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d2b6e5b9-4513-4bfe-ba7f-252b18a5281b.jpg,fresh picked,Fresh Vegetables,Fresh Picked Celery,105,33383653259,unit,9999,2026-04-14,2026-04-13
1,Yellow Onion,Cebolla Amarilla,Fresh yellow onions. 10 lb bag for big-batch cooking.,Cebollas amarillas frescas. Bolsa de 10 lb para cocinar en cantidad.,899,0,false,10,lb,lb,lb,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2f15ee44-ef1e-434f-9bc6-3b9b90fae719.jpg,,Fresh Vegetables,Yellow Onion,106,33383600048,unit,9999,2026-04-14,2026-04-13
1,Pluot,Pluot (Cruce de Ciruela y Albaricoque),Sweet plum-apricot hybrid fruit. Sold by the pound.,Fruta híbrida dulce de ciruela y albaricoque. Se vende por libra.,399,0,false,1,lb,lb,lb,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_08ca3bad-7ed8-4880-81be-88bd9870e8e7.jpg,,Fresh Fruit,Pluot,36,3609,estimated_each,4,2026-04-14,2026-04-13
1,Garland Fresh Peeled Garlic,Garland Ajo Pelado Fresco,"Pre-peeled fresh garlic cloves. 6 oz container, saves prep time.","Dientes de ajo frescos ya pelados. Envase de 6 oz, ahorra tiempo.",369,0,false,6,oz,oz,oz,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e669d280-985e-4017-9218-23150b402132.png,garland,Fresh Vegetables,Garland Fresh Peeled Garlic,113,718940000058,unit,4,2026-04-14,2026-04-13
1,Mandarin Clementine,Mandarina Clementina,"Sweet, easy-peel clementines. 16 oz bag.","Clementinas dulces, fáciles de pelar. Bolsa de 16 oz.",399,0,false,16,oz,oz,oz,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_990d54e6-dcb4-4b3a-bb59-72e4bc337b33.jpg,,Fresh Fruit,Mandarin Clementine,37,3632,estimated_each,4,2026-04-14,2026-04-13
1,Butternut Squash,Calabaza Butternut,"Whole butternut squash. Great roasted, in soups, or pureed.","Calabaza butternut entera. Sabrosa al horno, en sopas o en puré.",149,0,false,1,lb,lb,lb,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2901bd8d-8b25-45af-ab2b-18b3f6a7c3de.jpg,,Fresh Vegetables,Butternut Squash,118,4759,estimated_each,4,2026-04-14,2026-04-13
1,Green Bell Pepper,Pimiento Verde,Fresh green bell pepper sold by the pound. Essential for sofrito.,"Pimiento verde fresco, se vende por libra. Esencial para sofrito.",399,0,false,1,lb,lb,lb,false,,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a38b5326-5e4d-4b2e-bcbe-4bb6c0991c5e.jpg,,Fresh Vegetables,Green Bell Pepper,122,4065,estimated_each,4,2026-04-14,2026-04-13
1,Russet Potato,Papa Russet,"Single russet potato. Great for baking, mashing, and frying.","Una papa russet. Buena para hornear, hacer puré y freír.",129,0,false,1,lb,lb,lb,false,,true,true,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9f32776b-9a1e-44ad-9f40-42b2fd15c778.jpg,,Fresh Vegetables,Russet Potato,124,4072,estimated_each,4,2026-04-14,2026-04-13
1,Celery Root (Knob),Raíz de Apio (Apio-Nabo),"Whole celery root. Earthy flavor for soups, stews, and purees.","Raíz de apio entera. Sabor terroso para sopas, guisos y purés.",449,0,false,1,lb,lb,lb,true,299,true,false,false,true,1,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3db4b07d-52c3-4e24-80e4-107e38bb52a7.jpg,,Fresh Vegetables,Celery Root (Knob),128,4585,estimated_each,4,2026-04-14,2026-04-13
